"","ID","MonthlyIncome"
"82",952,5472.64706158949
"83",953,6178.86860103068
"84",954,2070.15140905507
"85",955,5503.22545336976
"86",956,10340.0189741782
"87",957,12724.0963887169
"88",958,1063.75667885958
"89",959,10501.360617561
"90",960,20832.9256205632
"91",961,2266.23475937553
"92",962,5923.79447376645
"93",963,6046.67411131464
"94",964,6781.28218499188
"95",965,2348.01532920918
"96",966,19612.1024105929
"97",967,1857.18756242058
"98",968,10600.1578040867
"99",969,15512.4187333449
"100",970,2021.87961239116
"101",971,5619.47611052613
"102",972,5894.2209056936
"103",973,2053.4567114791
"104",974,2484.38698486175
"105",975,5799.59228110498
"106",976,2327.59637820881
"107",977,7015.59188086401
"108",978,2210.99455890249
"109",979,9945.20718418726
"110",980,18879.1384536691
"111",981,1916.92621001068
"112",982,10371.1352396499
"113",983,2403.99878638213
"114",984,2559.11931068907
"115",985,6367.54957352234
"116",986,2577.01009048884
"117",987,2095.49928440914
"118",988,5964.75080095878
"119",989,10456.0416010737
"120",990,2313.97681940312
"121",991,6965.35590486366
"122",992,2402.6064150281
"123",993,6622.83055480857
"124",994,5804.39231150645
"125",995,5198.75027939446
"126",996,6997.81349418132
"127",997,1958.94397282215
"128",998,15909.5220818352
"129",999,9910.62884954343
"130",1000,1441.79539205101
"131",1001,7375.48278069762
"132",1002,5843.41996208372
"133",1003,6629.02285457575
"134",1004,7496.05988837771
"135",1005,2601.18058022303
"136",1006,6453.13028690367
"137",1007,2129.14067307109
"138",1008,5648.72881309146
"139",1009,18504.0746342847
"140",1010,6594.42331332469
"141",1011,10600.407677056
"142",1012,7045.59694716267
"143",1013,6231.30644156868
"144",1014,5660.04182766436
"145",1015,5595.81811045461
"146",1016,2015.48794402698
"147",1017,2390.69292487754
"148",1018,10007.944030304
"149",1019,10306.3271703785
"150",1020,1650.00990181921
"151",1021,6026.90779722592
"152",1022,5664.79424454997
"153",1023,6045.32614642141
"154",1024,11182.0305926269
"155",1025,13971.8134179394
"156",1026,17698.2348981618
"157",1027,6975.37519746916
"158",1028,5954.54743626559
"159",1029,6110.774437348
"160",1030,12038.5392279211
"161",1031,5919.54253085849
"162",1032,2824.38063889274
"163",1033,9860.54218268998
"164",1034,2540.1958922189
"165",1035,5394.67274231217
"166",1036,2140.65743202781
"167",1037,5354.46972783639
"168",1038,10904.58784034
"169",1039,10143.2925649866
"170",1040,5992.43210939878
"171",1041,1247.17115740399
"172",1042,2839.76949579044
"173",1043,10171.9383368499
"174",1044,6880.91727492252
"175",1045,1556.35272214801
"176",1046,1866.29369740204
"177",1047,6255.6469143498
"178",1048,9625.72865828331
"179",1049,2237.9629938281
"180",1050,5860.1111005736
"181",1051,12856.7667048706
"182",1052,1564.72765274618
"183",1053,6006.51560925641
"184",1054,2587.34698863483
"185",1055,2491.35390313748
"186",1056,2432.57009379566
"187",1057,6154.76536845758
"188",1058,13903.9595669195
"189",1059,7253.41017535294
"190",1060,2740.20191173456
"191",1061,6891.82234724542
"192",1062,6227.46678476014
"193",1063,6154.27718485988
"194",1064,2118.59777070343
"195",1065,5878.17742088416
"196",1066,2219.16006592457
"197",1067,4157.30276747463
"198",1068,19689.3558308487
"199",1069,5454.70877483363
"200",1070,2120.05739921855
"201",1071,2320.03304188613
"202",1072,6181.54814089604
"203",1073,1611.62627414214
"204",1074,5546.94923770193
"205",1075,5922.36364103789
"206",1076,15170.6261267316
"207",1077,18729.5150877553
"208",1078,6249.42988206121
"209",1079,6496.57684736283
"210",1080,6725.9140611301
"211",1081,2960.25696772804
"212",1082,2790.6355772505
"213",1083,1654.31498248185
"214",1084,6563.0774591273
"215",1085,9012.18622266813
"216",1086,10139.1545684576
"217",1087,6144.92883308573
"218",1088,2814.17518029636
"219",1089,2701.27135788781
"220",1090,5762.36687325587
"221",1091,5592.2385105825
"222",1092,5411.25618302842
"223",1093,9621.46204076121
"224",1094,5973.36861609163
"225",1095,5017.0438375861
"226",1096,6535.02521866378
"227",1097,3842.12678297339
"228",1098,2359.70016195424
"229",1099,2300.42004480301
"230",1100,6061.45575502168
"231",1101,18381.770377599
"232",1102,6226.58389802741
"233",1103,5932.99316960942
"234",1104,12202.9858502467
"235",1105,3088.65140545608
"236",1106,2657.85615923729
"237",1107,2430.44309870392
"238",1108,6896.55388047412
"239",1109,4992.06726450887
"240",1110,5565.75327345741
"241",1111,5609.34613925929
"242",1112,10085.4261173564
"243",1113,10005.3530125948
"244",1114,6667.8841489179
"245",1115,10342.4592755832
"246",1116,2324.48585283657
"247",1117,7197.79003158125
"248",1118,5753.15416640645
"249",1119,11050.6782670713
"250",1120,2161.79544448532
"251",1121,10505.7532423881
"252",1122,15042.1137751284
"253",1123,6264.39576214733
"254",1124,14386.946767175
"255",1125,2085.90042935529
"256",1126,1865.59852810287
"257",1127,2133.91127781012
"258",1128,5977.84513973733
"259",1129,14950.8502708697
"260",1130,2253.86542946558
"261",1131,9965.0215564201
"262",1132,15153.0165764098
"263",1133,6524.7965264389
"264",1134,1836.50456845028
"265",1135,2540.02086924668
"266",1136,2492.01926316137
"267",1137,3193.42924349451
"268",1138,5879.89970156127
"269",1139,10164.1336382317
"270",1140,13587.7544311398
"271",1141,5354.64275364698
"272",1142,6509.98751529964
"273",1143,11267.6167913408
"274",1144,5928.16034599134
"275",1145,7209.42585366505
"276",1146,5933.48940572467
"277",1147,6004.65727676964
"278",1148,2223.08571436422
"279",1149,2622.20823391588
"280",1150,6058.89470374167
"281",1151,2074.32797059024
"282",1152,6229.0838190205
"283",1153,6845.34962838307
"284",1154,1838.66643730231
"285",1155,6240.55962573645
"286",1156,14899.9013861775
"287",1157,2492.17460353158
"288",1158,7400.01306249032
"289",1159,2527.9519705125
"290",1160,6401.33101306456
"291",1161,2698.19621911753
"292",1162,10479.6686876215
"293",1163,1535.60537752938
"294",1164,10665.2461521382
"295",1165,2264.92340019288
"296",1166,1412.09638138926
"297",1167,10255.0712758918
"298",1168,5729.17887311918
"299",1169,2729.84266530133
"300",1170,2184.82150141074
